Battle Quiz #,Question #,Group,Quiz Title,Difficulty,Type,Question,Option A,Option B,Option C,Option D,Correct Answer,Fun Fact
144,1,"Stray Kids","Stray Kids discography test","medium","multiple_choice","Which Stray Kids song includes the lyrics 'we go' repeated multiple times?","MANIAC","God's Menu","Thunderous","Back Door","God's Menu",""
144,2,"TWICE","TWICE title tracks challenge - name that song","medium","multiple_choice","Which TWICE song is famous for the 'shy shy shy' part?","TT","Cheer Up","What is Love?","Signal","Cheer Up","Cheer Up won Song of the Year at the 2016 Melon Music Awards and Mnet Asian Music Awards."
144,3,"BTS","BTS members - know your biases","easy","multiple_choice","Who is the oldest member of BTS?","Jin","RM","J-Hope","Suga","Jin",""
144,4,"BLACKPINK","BLACKPINK discography deep dive","medium","multiple_choice","What was BLACKPINK's second studio album?","Square Up","Square One","THE ALBUM","BORN PINK","BORN PINK",""
144,5,"SEVENTEEN","SEVENTEEN true or false","medium","true_false","SEVENTEEN has 3 units: hip-hop, vocal, and performance","True","False","","","True",""
145,1,"BLACKPINK","BLACKPINK world tour and performances quiz","hard","multiple_choice","In which year did BLACKPINK headline Coachella?","2019","2020","2022","2023","2023","They were the first K-pop act and Asian act to headline Coachella in 2023."
145,2,"General K-pop","SM Entertainment groups quiz","medium","multiple_choice","Which SM group is known as the 'Princes of K-pop' and debuted in 2008?","SHINee","NCT","EXO","Super Junior","SHINee",""
145,3,"General K-pop","K-pop fandom names quiz","easy","multiple_choice","What is SEVENTEEN's fandom called?","CARAT","DIAMOND","SEVENTEEN","SVT","CARAT",""
145,4,"General K-pop","Which group is this member from? (boy groups)","medium","multiple_choice","Yeonjun is a member of which group?","Stray Kids","ENHYPEN","TXT","ATEEZ","TXT",""
145,5,"General K-pop","Can You Recognize These Idols as Kids?","hard","image","Who is this idol as a child?","Karina","Winter","Giselle","Ningning","Karina","Karina trained at SM for 4 years before debuting with aespa"
146,1,"General K-pop","K-pop group leaders quiz","medium","multiple_choice","Who is the leader of BTS?","Jin","RM","J-Hope","Suga","RM",""
146,2,"General K-pop","K-pop dating and relationships - verified facts only","hard","true_false","K-pop agencies often have 'dating bans' for new groups","True","False","","","True",""
146,3,"General K-pop","K-pop debut songs true or false","medium","true_false","NewJeans' debut song was 'Attention'","True","False","","","True",""
146,4,"General K-pop","Kep1er quiz","medium","multiple_choice","Kep1er members come from which countries?","Only South Korea","South Korea and Thailand","South Korea and Japan only","South Korea, Japan, and China","South Korea, Japan, and China",""
146,5,"BTS","BTS world records and achievements quiz","medium","multiple_choice","Which BTS song broke the YouTube record for most views in 24 hours in 2020?","ON","Dynamite","Life Goes On","Black Swan","Dynamite","Dynamite garnered 101.1 million views in its first 24 hours on YouTube."
147,1,"BTS","BTS true or false - test your ARMY knowledge","medium","true_false","V acted in the Korean drama 'Hwarang'","True","False","","","True",""
147,2,"TWICE","TWICE discography quiz","medium","multiple_choice","What is the name of TWICE's first full studio album?","Taste of Love","Twicetagram","Eyes Wide Open","Formula of Love","Twicetagram",""
147,3,"ITZY","ITZY true or false","easy","true_false","ITZY has 6 members","True","False","","","False",""
147,4,"General K-pop","K-pop fashion and style quiz","medium","multiple_choice","Which BLACKPINK member is a global ambassador for Dior?","Rose","Lisa","Jisoo","Jennie","Jisoo",""
147,5,"General K-pop","K-pop Weverse and fan platforms","medium","multiple_choice","VLive, the live streaming platform popular with K-pop idols, was merged into which platform?","Weverse","YouTube","TikTok","Instagram","Weverse",""
148,1,"General K-pop","PSY and Gangnam Style era","easy","multiple_choice","Which company does PSY belong to?","P NATION (his own company)","YG Entertainment","JYP Entertainment","SM Entertainment","P NATION (his own company)",""
148,2,"General K-pop","K-pop fandom names true or false","easy","true_false","MIDZY is the fandom name for ITZY","True","False","","","True",""
148,3,"General K-pop","K-pop industry business quiz","hard","multiple_choice","What makes K-pop albums unique compared to Western albums?","They are always vinyl records","They are always digital-only","They come with concert tickets","They include photocards, photo books, posters, and other collectibles","They include photocards, photo books, posters, and other collectibles",""
148,4,"General K-pop","Which group is this member from?","medium","multiple_choice","Yeji is a member of which group?","IVE","ITZY","NewJeans","aespa","ITZY",""
148,5,"General K-pop","K-pop birthplace quiz - where are they from?","hard","multiple_choice","Felix (Stray Kids) is from which country?","Australia","South Korea","UK","USA","Australia",""
149,1,"BLACKPINK","BLACKPINK members facts - do you really know them?","medium","multiple_choice","Lisa holds which position in BLACKPINK?","Main vocalist","Lead vocalist","Main dancer and lead rapper","Sub vocalist","Main dancer and lead rapper","Lisa won the YG audition in Thailand out of 4,000 applicants when she was just 13 years old."
149,2,"(G)I-DLE","(G)I-DLE Tomboy era quiz","medium","multiple_choice","What is the name of the album that contains 'TOMBOY'?","I am","I trust","I NEVER DIE","I burn","I NEVER DIE",""
149,3,"TWICE","TWICE title tracks challenge - name that song","medium","multiple_choice","Feel Special was released in which year?","2018","2019","2020","2021","2019","Feel Special has emotional significance as it was released when several members were dealing with health and personal issues."
149,4,"BLACKPINK","BLACKPINK members facts - do you really know them?","medium","multiple_choice","Where did Jennie live before becoming a trainee?","Japan","New Zealand","Australia","United States","New Zealand","Jennie lived in Auckland, New Zealand for about 5 years as a child and speaks fluent English."
149,5,"(G)I-DLE","(G)I-DLE Tomboy era quiz","medium","multiple_choice","Soyeon appeared on which rap competition show before (G)I-DLE's debut?","Show Me The Money only","High School Rapper only","King of Masked Singer","Produce 101 and Unpretty Rapstar","Produce 101 and Unpretty Rapstar",""
150,1,"General K-pop","HYBE groups quiz","medium","multiple_choice","Which HYBE label manages NewJeans?","Pledis","Source Music","ADOR","Big Hit Music","ADOR",""
150,2,"General K-pop","K-pop Weverse and fan platforms","medium","multiple_choice","Which fan platform is used by SM Entertainment artists?","VLive","Fanclub","Weverse","Lysn / DearU bubble","Lysn / DearU bubble",""
150,3,"General K-pop","K-pop girl group generations timeline","hard","multiple_choice","Which of these is the oldest active girl group?","Girls' Generation (2007)","BLACKPINK (2016)","f(x) (inactive)","2NE1 (disbanded)","Girls' Generation (2007)",""
150,4,"General K-pop","K-pop idols in dramas true or false","medium","true_false","Joy from Red Velvet has acted in K-dramas","True","False","","","True",""
150,5,"General K-pop","IU - the nation's little sister","medium","multiple_choice","What year did IU debut?","2009","2010","2008","2007","2008",""
151,1,"General K-pop","K-pop fashion and style quiz","medium","multiple_choice","V from BTS is a global ambassador for which luxury brand?","Celine","Louis Vuitton","Gucci","Dior","Celine",""
151,2,"BTS","BTS music video trivia - can you get 100%?","hard","multiple_choice","The IDOL MV incorporates elements from which traditional Korean art?","Pansori","Buchaechum","Talchum","All of the above","All of the above","IDOL blends Korean traditional art forms including mask dance (talchum), fan dance, and traditional drumming."
151,3,"NCT","NCT 127 basics","medium","multiple_choice","What is NCT's overall fandom name?","NCTzen","Neotizen","NCTzens","NCITY","NCTzen",""
151,4,"General K-pop","K-pop dating and relationships - verified facts only","hard","true_false","Kai (EXO) and Jennie (BLACKPINK) were confirmed to have dated","True","False","","","True",""
151,5,"SEVENTEEN","SEVENTEEN members nationalities","medium","multiple_choice","What is The8's full Chinese name?","Xu Minghao","Xu Mingyu","Wang Minghao","Wen Junhui","Xu Minghao",""
152,1,"General K-pop","K-pop group name meanings","hard","multiple_choice","What does BTS (Bangtan Sonyeondan) literally mean?","Boys Together Standing","Born To Shine","Bulletproof Boy Scouts","Beyond The Scene only","Bulletproof Boy Scouts",""
152,2,"SEVENTEEN","SEVENTEEN true or false","medium","true_false","Jun and The8 are both from China","True","False","","","True",""
152,3,"BLACKPINK","Find the Non-BLACKPINK Member","easy","intruder","Find the intruder","Lisa","Rose","Jennie","Kazuha","Kazuha","Kazuha was a professional ballet dancer before joining LE SSERAFIM"
152,4,"General K-pop","DAY6 quiz","medium","multiple_choice","DAY6 is unique in K-pop because they are a what?","Dance crew","Vocal group only","DJ group","Band (they play their own instruments)","Band (they play their own instruments)",""
152,5,"General K-pop","K-pop military service deep dive","medium","true_false","BTS received a special exemption and never served in the military","True","False","","","False",""
153,1,"General K-pop","Which group is this member from? (boy groups)","medium","multiple_choice","Jay is a member of which group?","TXT","Stray Kids","ENHYPEN","ATEEZ","ENHYPEN",""
153,2,"General K-pop","K-pop iconic dances - name that move","hard","multiple_choice","The 'gun dance' point choreography is associated with which BLACKPINK song?","Boombayah","DDU-DU DDU-DU","How You Like That","Kill This Love","DDU-DU DDU-DU",""
153,3,"General K-pop","NCT Dream quiz","medium","multiple_choice","What year did NCT Dream debut?","2015","2018","2016","2017","2016",""
153,4,"General K-pop","K-pop idols in Korean dramas","hard","multiple_choice","Which BTS member acted in the drama 'Hwarang: The Poet Warrior Youth'?","Jungkook","Jimin","Jin","V","V",""
153,5,"General K-pop","Can You Recognize These Idols as Kids?","hard","image","Who is this idol as a child?","Jungkook","Jimin","V","Jin","Jungkook","Jungkook was scouted by 7 agencies after his Big Hit audition"
154,1,"EXO","EXO members quiz","medium","multiple_choice","What was EXO's debut song?","Growl","MAMA","Overdose","Call Me Baby","MAMA",""
154,2,"General K-pop","K-pop concert facts true or false","hard","true_false","EXO was the first K-pop group to perform at the Super Bowl","True","False","","","False",""
154,3,"General K-pop","K-pop concert and tour facts","hard","multiple_choice","J-Hope was the first South Korean artist to headline which American music festival?","Lollapalooza (Chicago, 2022)","Bonnaroo","Austin City Limits","Coachella","Lollapalooza (Chicago, 2022)",""
154,4,"(G)I-DLE","(G)I-DLE true or false","medium","true_false","Soyeon writes and produces most of (G)I-DLE's songs","True","False","","","True",""
154,5,"General K-pop","K-pop Korean language basics for fans","easy","multiple_choice","What does 'saranghae' mean?","Thank you","Hello","Goodbye","I love you","I love you",""
155,1,"BTS","BTS members real names - complete test","medium","multiple_choice","What is J-Hope's real name?","Jung Hoseok","Jeon Jungkook","Kim Taehyung","Park Jimin","Jung Hoseok",""
155,2,"General K-pop","SM Entertainment groups quiz","medium","multiple_choice","Which SM group debuted first?","Red Velvet (2014)","SHINee (2008)","aespa (2020)","EXO (2012)","SHINee (2008)",""
155,3,"IVE","IVE After LIKE to I AM era","medium","multiple_choice","Which IVE song has the lyrics 'I'm the one, the only one'?","After LIKE","LOVE DIVE","ELEVEN","I AM","I AM",""
155,4,"General K-pop","K-pop B-sides that became fan favorites","hard","multiple_choice","Which BTS B-side became so popular it charted for years?","134340","Pied Piper","House of Cards","Spring Day","Spring Day",""
155,5,"General K-pop","K-pop birthplace true or false","medium","true_false","Shuhua from (G)I-DLE is from Japan","True","False","","","False",""
156,1,"aespa","aespa achievements and milestones quiz","medium","multiple_choice","In what year did aespa release their first full-length studio album?","2022","2023","2024","They haven't yet","2024","Armageddon was released in 2024 as aespa's first full studio album."
156,2,"BLACKPINK","BLACKPINK world tour and performances quiz","hard","multiple_choice","BLACKPINK's Born Pink Tour became the highest-grossing tour by a K-pop act. How many shows did they perform?","About 30","About 45","About 66","About 80","About 66","The Born Pink World Tour had 66 shows and grossed over $330 million."
156,3,"General K-pop","K-pop group name meanings","hard","multiple_choice","What does TWICE's name represent?","Touching people's hearts twice - once through the ears, once through the eyes","They auditioned twice","Two concepts","Two sub-units","Touching people's hearts twice - once through the ears, once through the eyes",""
156,4,"General K-pop","K-pop military service deep dive","medium","true_false","K-pop idols are exempt from military service","True","False","","","False",""
156,5,"General K-pop","K-pop English songs quiz","medium","multiple_choice","Which was BTS's first all-English single?","Permission to Dance","Dynamite","Boy With Luv","Butter","Dynamite",""
157,1,"General K-pop","Can You Recognize These Idols as Kids?","hard","image","Who is this idol as a child?","Wonyoung","Yujin","Rei","Leeseo","Wonyoung","Wonyoung became the youngest member to win Produce 48 at age 14"
157,2,"BTS","BTS discography challenge","medium","multiple_choice","What is the name of BTS's 2022 anthology album?","Proof","Chronicle","Beyond","Legacy","Proof",""
157,3,"ATEEZ","ATEEZ basics for ATINYs","easy","multiple_choice","Who is the leader of ATEEZ?","Seonghwa","Hongjoong","Wooyoung","San","Hongjoong",""
